intent,query
ask_restaurant_location,What is the address of Bo Ya Xuan Restaurant?
ask_restaurant_location,How do I get to Bo Ya Xuan Restaurant from here?
ask_restaurant_location,Can you provide directions to Bo Ya Xuan Restaurant?
ask_restaurant_location,Where is Bo Ya Xuan Restaurant located?
ask_restaurant_location,How do I get to Bo Ya Xuan?
ask_restaurant_location,Where is Bo Ya Xuan restaurant located?
ask_restaurant_location,Can you give me directions to Bo Ya Xuan?
ask_restaurant_location,What is the nearest route to Bo Ya Xuan?
ask_restaurant_location,Where is the nearest location of 博雅轩?
ask_restaurant_location,Can you tell me how to get to 博雅轩 restaurant?
ask_restaurant_location,What is the address of 博雅轩?
ask_restaurant_location,How far is 博雅轩 from my current location?
ask_restaurant_location,How far is SOI 55 THAI KITCHEN from my location?
ask_restaurant_location,Can you tell me where SOI 55 THAI KITCHEN is located?
ask_restaurant_location,What is the nearest landmark to SOI 55 THAI KITCHEN?
ask_restaurant_location,Is SOI 55 THAI KITCHEN near any public transportation?
ask_restaurant_location,Where is Soi 55 Thai Kitchen located?
ask_restaurant_location,Can you tell me how to get to Soi 55 Thai Kitchen?
ask_restaurant_location,I'm looking for directions to Soi 55 Thai Kitchen.
ask_restaurant_location,How do I find the address of Soi 55 Thai Kitchen?
ask_restaurant_location,Where is Soi 55 restaurant located?
ask_restaurant_location,Can you tell me how to get to Soi 55 restaurant?
ask_restaurant_location,What are the directions to Soi 55 restaurant?
ask_restaurant_location,How do I reach Soi 55 restaurant?
ask_restaurant_location,Where is Thai Kitchen located?
ask_restaurant_location,How can I get to Thai Kitchen restaurant?
ask_restaurant_location,What are the directions to Thai Kitchen?
ask_restaurant_location,Can you tell me where Thai Kitchen is?
ask_restaurant_location,Where is the nearest Starbucks?
ask_restaurant_location,How do I get to Starbucks?
ask_restaurant_location,Can you tell me the location of Starbucks?
ask_restaurant_location,What is the address of the local Starbucks?
ask_restaurant_location,How do I get to Starbucks?
ask_restaurant_location,Where is the nearest Starbucks location?
ask_restaurant_location,Can you give me directions to Starbucks?
ask_restaurant_location,What's the address of the Starbucks cafe nearby?
ask_restaurant_location,Where is STARBUCKS located?
ask_restaurant_location,How do I get to STARBUCKS?
ask_restaurant_location,What's the address of STARBUCKS?
ask_restaurant_location,Can you give me directions to STARBUCKS?
ask_restaurant_location,where is Starbucks located?
ask_restaurant_location,how to go to Starbucks store?
ask_restaurant_location,what's the address of Starbucks coffee shop?
ask_restaurant_location,can you give me directions to get to Starbucks?
ask_restaurant_time,What are the opening hours of Xiayicheng?
ask_restaurant_time,When does Xiayicheng restaurant open?
ask_restaurant_time,Can I go to Xiayicheng at night?
ask_restaurant_time,Is Xiayicheng still open after dinner?
ask_restaurant_time,What are the operating hours of Xiayicheng?
ask_restaurant_time,At what time does Xiayicheng restaurant open?
ask_restaurant_time,Can I visit Xiayicheng restaurant at night?
ask_restaurant_time,Is Xiayicheng restaurant closed during lunch hour?
ask_restaurant_time,What are the opening hours of Xia Yi Cheng?
ask_restaurant_time,When does Xia Yi Cheng open on a Sunday?
ask_restaurant_time,How late is Xia Yi Cheng open on a Friday?
ask_restaurant_time,At what time do they close at Xia Yi Cheng?
ask_restaurant_time,What are the operating hours of Tuk Tuk Thai&Taro?
ask_restaurant_time,When does Tuk Tuk Thai&Taro open?
ask_restaurant_time,What are the opening hours of Tuk Tuk Thai Taro?
ask_restaurant_time,When is dinner service at Tuk Tuk Thai Taro open?
ask_restaurant_time,Can I make a reservation for lunch at Tuk Tuk Thai Taro on Saturday?
ask_restaurant_time,What time does Tuk Tuk Thai Taro stop serving food?
ask_restaurant_time,What are the business hours of Tuk Tuk Thai?
ask_restaurant_time,Is Tuk Tuk Thai open on weekends?
ask_restaurant_time,When does Tuk Tuk Thai serve lunch?
ask_restaurant_time,Are Tuk Tuk Thai's evening shifts available?
ask_restaurant_time,What are the business hours of TukTuk Thai?
ask_restaurant_time,When does TukTuk Thai open for lunch?
ask_restaurant_time,Is TukTuk Thai still open during Ramadan?
ask_restaurant_time,At what time does TukTuk Thai stop serving dinner?
ask_restaurant_time,What are the operating hours of Dashuxia restaurant?
ask_restaurant_time,When is Dashuxia open on Sundays?
ask_restaurant_time,Is Dashuxia still open at 10 PM tonight?
ask_restaurant_time,On which days is Dashuxia closed?
ask_restaurant_time,What is the opening time of Dashu Xia restaurant?
ask_restaurant_time,How late does Dashu Xia restaurant stay open?
ask_restaurant_time,At what time do Dashu Xia restaurant serve their lunch?
ask_restaurant_time,Is Dashu Xia restaurant open now?
ask_restaurant_time,What are the business hours of Da Shu Xia?
ask_restaurant_time,At what time does Da Shu Xia open today?
ask_restaurant_time,How late is Da Shu Xia open on weekends?
ask_restaurant_time,When do you close at Da Shu Xia?
ask_restaurant_time,What are the operating hours of 大树下?
ask_restaurant_time,When does 大树下 open?
ask_restaurant_time,Is 大树下 still open at 10pm?
ask_restaurant_time,On which days is 大树下 closed?
ask_restaurant_time,What are Let's Kopitiam business hours?
ask_restaurant_time,When does Let's Kopitiam open?
ask_restaurant_time,Let's Kopitiam operating time
ask_restaurant_time,At what time does Let's Kopitiam close?
ask_restaurant_time,What are the operating hours of Kopitiam?
ask_restaurant_time,When does Kopitiam usually open on weekends?
ask_restaurant_time,At what time does Kopitiam stop serving food?
ask_restaurant_time,Can I dine at Kopitiam during lunchtime?
ask_restaurant_time,What are the operating hours of Kopitiam?
ask_restaurant_time,When is Kopitiam open on weekends?
ask_restaurant_time,Is Kopitiam open now?
ask_restaurant_time,At what time does Kopitiam close?
ask_restaurant_time,What are the operating hours of Let's Kopi?
ask_restaurant_time,When is Let's Kopi open today?
ask_restaurant_time,At what time does Let's Kopi close on weekends?
ask_restaurant_time,Is Let's Kopi open for breakfast?
ask_restaurant_time,What are the operating hours of Mynews?
ask_restaurant_time,When does Mynews open?
ask_restaurant_time,At what time does Mynews close?
ask_restaurant_time,During what time can I visit Mynews?
ask_restaurant_time,What are the operating hours of Crystal Jade La Mian Xiao Mian Guo?
ask_restaurant_time,When does Wingzone open for business?
ask_restaurant_time,At what time does Texas Chicken open in the morning?
ask_restaurant_time,What is the closing time of Jollibee today?
ask_restaurant_time,What are the operating hours of My News?
ask_restaurant_time,When is My News open?
ask_restaurant_time,Can I dine at My News during weekends?
ask_restaurant_time,At what time does My News stop serving food?
ask_restaurant_time,What are the operating hours of MyNEWS.com?
ask_restaurant_time,When does MyNEWS.com open?
ask_restaurant_time,Can I visit MyNEWS.com at night?
ask_restaurant_time,Is MyNEWS.com open during weekends?
ask_restaurant_time,What are the operating hours of Takw Mee Tarik?
ask_restaurant_time,When does Takw Mee Tarik open?
ask_restaurant_time,Can I dine at Takw Mee Tarik during lunchtime?
ask_restaurant_time,Is Takw Mee Tarik open for dinner?
ask_restaurant_time,What are the business hours of Takw Mee Tarik restaurant?
ask_restaurant_time,When does Takw Mee Tarik open today?
ask_restaurant_time,Is Takw Mee Tarik restaurant still open for lunch?
ask_restaurant_time,At what time does Takw Mee Tarik stop serving dinner?
ask_restaurant_time,What is the opening time of Tarik Mee restaurant?
ask_restaurant_time,At what time does Tarik Mee open for dinner?
ask_restaurant_time,When can I visit Tarik Mee in terms of timing?
ask_restaurant_time,What are the business hours of Tarik Mee?
ask_restaurant_time,What are the operating hours of Mee Tarik?
ask_restaurant_time,When does Mee Tarik open for business?
ask_restaurant_time,How late is Mee Tarik open?
ask_restaurant_time,What time does Mee Tarik close?
ask_restaurant_time,What are the dining hours of Dajiawang?
ask_restaurant_time,When does Dajiawang open for dinner?
ask_restaurant_time,Can i have lunch at Dajiawang today?
ask_restaurant_time,Is Dajiawang still serving food during their summer break?
ask_restaurant_time,What is the dining time at dajiawang?
ask_restaurant_time,Is dajiawang open on weekends?
ask_restaurant_time,Can I dine in at dajiawang after 9pm?
ask_restaurant_time,Does dajiawang serve dinner from 6 to 10 PM?
ask_restaurant_time,What is the opening time of Da Jia Wang?
ask_restaurant_time,When does Da Jia Wang open for dinner?
ask_restaurant_time,At what time does Da Jia Wang close?
ask_restaurant_time,Is Da Jia Wang open during lunch on weekends?
ask_restaurant_time,What are the business hours of 大家旺?
ask_restaurant_time,When does 大家旺 open on Sundays?
ask_restaurant_time,Is 大家旺 open during Chinese New Year?
ask_restaurant_time,How late is 大家旺 open tonight?
ask_restaurant_time,What time does Shuzhiwei open?
ask_restaurant_time,When is the lunch hour at Shuzhiwei restaurant?
ask_restaurant_time,Does Shuzhiwei have a late night menu?
ask_restaurant_time,What are Shuzhiwei's operating hours?
ask_restaurant_time,What are the operating hours of Shuzhiwei restaurant?
ask_restaurant_time,When does Shuzhiwei restaurant open?
ask_restaurant_time,What time does Shuzhiwei restaurant close at?
ask_restaurant_time,Does Shuzhiwei restaurant serve dinner?
ask_restaurant_time,What are the operating hours of Shu Zhi Wei?
ask_restaurant_time,When is Shu Zhi Wei open?
ask_restaurant_time,Can I dine at Shu Zhi Wei in the evening?
ask_restaurant_time,Is Shu Zhi Wei closed on Sundays?
ask_restaurant_time,What is 蜀之味's opening time?
ask_restaurant_time,When does 蜀之味 open?
ask_restaurant_time,At what time does 蜀之味 close?
ask_restaurant_time,Is 蜀之味 open now?
ask_restaurant_time,What are the operating hours of Dachengxiaochu?
ask_restaurant_time,When is Dachengxiaochu open for dinner?
ask_restaurant_time,Can I dine at Dachengxiaochu after 10pm?
ask_restaurant_time,Is Dachengxiaochu restaurant still open on Sunday?
ask_restaurant_time,What are the operating hours of Dacheng Xiaochu?
ask_restaurant_time,When does Dacheng Xiaochu usually open?
ask_restaurant_time,Is Dacheng Xiaochu still open at 11pm tonight?
ask_restaurant_time,Can I dine in at Dacheng Xiaochu after 9 pm?
ask_restaurant_time,What are the business hours of Da Cheng Xiao Chu?
ask_restaurant_time,When is Da Cheng Xiao Chu open to serve customers?
ask_restaurant_time,What time does Da Cheng Xiao Chu usually close on weekends?
ask_restaurant_time,Is Da Cheng Xiao Chu open for dinner on a Saturday?
ask_restaurant_time,What are the operating hours of 大城小厨?
ask_restaurant_time,When does 大城小厨 open for dinner?
ask_restaurant_time,How late is 大城小厨 open tonight?
ask_restaurant_time,At what time does 大城小厨 usually close on weekends?
ask_restaurant_time,What are Hualianhaoliangcha's business hours today?
ask_restaurant_time,When is Hualianhaoliangcha usually open for lunch and dinner?
ask_restaurant_time,"Can I visit Hualianhaoliangcha this weekend, what time do they close on Sunday?"
ask_restaurant_time,"Does Hualianhaoliangcha serve breakfast, if so what are the operating hours?"
ask_restaurant_time,What time does Hualian Haoliang Cha open today?
ask_restaurant_time,Is Hualian Haoliang Cha open now?
