,0
308,"[(""What's the address of Uni Hot Pot"", {'entities': [(22, 33, 'restaurant')]})]"
309,"[('Where is Uni Hot Pot located?', {'entities': [(9, 20, 'restaurant')]})]"
310,"[('Can I book a table at Uni Hot Pot?', {'entities': [(22, 33, 'restaurant')]})]"
311,"[(""What's the menu at ZUS Coffee"", {'entities': [(19, 29, 'restaurant')]})]"
312,"[('I want to go to ZUS Coffee for lunch', {'entities': [(16, 26, 'restaurant')]})]"
313,"[('Is ZUS Coffee open on Sunday?', {'entities': [(3, 13, 'restaurant')]})]"
314,"[('Where is ZUS Coffee located?', {'entities': [(9, 19, 'restaurant')]})]"
315,"[('What is the address of Zus Coffee?', {'entities': [(23, 33, 'restaurant')]})]"
316,"[('Where is Zus Coffee located on campus?', {'entities': [(9, 19, 'restaurant')]})]"
317,"[('Can I get a discount at Zus Coffee today?', {'entities': [(24, 34, 'restaurant')]})]"
318,"[('Where is the ZUS restaurant located?', {'entities': [(13, 16, 'restaurant')]})]"
319,"[('What time does ZUS open for dinner?', {'entities': [(15, 18, 'restaurant')]})]"
320,"[('Is ZUS a good place to eat?', {'entities': [(3, 6, 'restaurant')]})]"
321,"[('Where is Zus located?', {'entities': [(9, 12, 'restaurant')]})]"
322,"[('What time does Zus open?', {'entities': [(15, 18, 'restaurant')]})]"
323,"[('Can I make a reservation at Zus?', {'entities': [(28, 31, 'restaurant')]})]"
324,"[('What is the address of Lakefront Cafe?', {'entities': [(23, 37, 'restaurant')]})]"
325,"[('I want to go to Lakefront Cafe for dinner tonight', {'entities': [(16, 30, 'restaurant')]})]"
326,"[('Is Lakefront Cafe open on weekends?', {'entities': [(3, 17, 'restaurant')]})]"
327,"[('Where can I find the lakefront cafe?', {'entities': [(21, 35, 'restaurant')]})]"
328,"[('What time does the lakefront cafe open?', {'entities': [(19, 33, 'restaurant')]})]"
329,"[('Is the lakefront cafe near my dorm?', {'entities': [(7, 21, 'restaurant')]})]"
330,"[('Where is Lakefront located?', {'entities': [(9, 18, 'restaurant')]})]"
331,"[('What are the hours of operation for Lakefront?', {'entities': [(36, 45, 'restaurant')]})]"
332,"[('Can I make a reservation at Lakefront?', {'entities': [(28, 37, 'restaurant')]})]"
333,"[('What are the operating hours of Lake Front Cafe?', {'entities': [(32, 47, 'restaurant')]})]"
334,"[('Where is Lake Front Cafe located on campus?', {'entities': [(9, 24, 'restaurant')]})]"
335,"[('Can I make a reservation at Lake Front Cafe tonight?', {'entities': [(28, 43, 'restaurant')]})]"
336,"[('Where is Cotti Coffee located?', {'entities': [(9, 21, 'restaurant')]})]"
337,"[('What is the menu like at Cotti Coffee?', {'entities': [(25, 37, 'restaurant')]})]"
338,"[('Is Cotti Coffee open today?', {'entities': [(3, 15, 'restaurant')]})]"
339,"[('Where is Cotti Coffee located on campus?', {'entities': [(9, 21, 'restaurant')]})]"
340,"[('Is Cotti Coffee open for breakfast?', {'entities': [(3, 15, 'restaurant')]})]"
341,"[('What time does Cotti Coffee close today?', {'entities': [(15, 27, 'restaurant')]})]"
342,"[('Where is Cotti located?', {'entities': [(9, 14, 'restaurant')]})]"
343,"[(""What's the menu at Cotti?"", {'entities': [(19, 24, 'restaurant')]})]"
344,"[('Can I make a reservation at Cotti?', {'entities': [(28, 33, 'restaurant')]})]"
345,"[('What time does cotti open?', {'entities': [(15, 20, 'restaurant')]})]"
346,"[('I love eating at cotti.', {'entities': [(17, 22, 'restaurant')]})]"
347,"[('How late is cotti open?', {'entities': [(12, 17, 'restaurant')]})]"
348,"[('What is the review of Bo Ya Xuan Restaurant?', {'entities': [(22, 43, 'restaurant')]})]"
349,"[('Is Bo Ya Xuan Restaurant open for dinner?', {'entities': [(3, 24, 'restaurant')]})]"
350,"[('Can I make a reservation at Bo Ya Xuan Restaurant?', {'entities': [(28, 49, 'restaurant')]})]"
351,"[('Can you help me find the menu of bo ya xuan restaurant?', {'entities': [(33, 54, 'restaurant')]})]"
352,"[('Is bo ya xuan restaurant open for dinner tonight?', {'entities': [(3, 24, 'restaurant')]})]"
353,"[('How do I make a reservation at bo ya xuan restaurant?', {'entities': [(31, 52, 'restaurant')]})]"
354,"[('Where is Bo Ya Xuan located?', {'entities': [(9, 19, 'restaurant')]})]"
355,"[('What are the operating hours of Bo Ya Xuan?', {'entities': [(32, 42, 'restaurant')]})]"
356,"[('Can I make reservations at Bo Ya Xuan?', {'entities': [(27, 37, 'restaurant')]})]"
357,"[('How do I order from Bo Ya Xuan?', {'entities': [(20, 30, 'restaurant')]})]"
358,"[('Where is Bo Ya Xuan located?', {'entities': [(9, 19, 'restaurant')]})]"
359,"[('What time does Bo Ya Xuan open?', {'entities': [(15, 25, 'restaurant')]})]"
360,"[('Can you reserve a table at Bo Ya Xuan?', {'entities': [(27, 37, 'restaurant')]})]"
361,"[('Where can I reserve a table at SOI 55 THAI KITCHEN?', {'entities': [(31, 50, 'restaurant')]})]"
362,"[('What are the reviews of SOI 55 THAI KITCHEN?', {'entities': [(24, 43, 'restaurant')]})]"
363,"[('Can you order food from SOI 55 THAI KITCHEN online?', {'entities': [(24, 43, 'restaurant')]})]"
364,"[('What is the address of Soi 55 Thai Kitchen?', {'entities': [(23, 42, 'restaurant')]})]"
365,"[('Soi 55 Thai Kitchen has a great menu, what are the recommendations?', {'entities': [(0, 19, 'restaurant')]})]"
366,"[('Is Soi 55 Thai Kitchen open for lunch today?', {'entities': [(3, 22, 'restaurant')]})]"
367,"[('What is the address of SOI 55', {'entities': [(23, 29, 'restaurant')]})]"
368,"[('Is SOI 55 a Thai restaurant?', {'entities': [(3, 9, 'restaurant')]})]"
369,"[('Can I make a reservation at SOI 55?', {'entities': [(28, 34, 'restaurant')]})]"
370,"[(""I'm looking for Thai Kitchen on campus."", {'entities': [(16, 28, 'restaurant')]})]"
371,"[(""What's the menu at Thai Kitchen?"", {'entities': [(19, 31, 'restaurant')]})]"
372,"[('Can you reserve a table at Thai Kitchen?', {'entities': [(27, 39, 'restaurant')]})]"
373,"[('What is the opening time of Starbucks nearby?', {'entities': [(28, 37, 'restaurant')]})]"
374,"[('Where is the nearest Starbucks?', {'entities': [(21, 30, 'restaurant')]})]"
375,"[('Can I reserve a table at Starbucks?', {'entities': [(25, 34, 'restaurant')]})]"
376,"[('What is the address of Starbucks near my location?', {'entities': [(23, 32, 'restaurant')]})]"
377,"[('Is there a Starbucks in this building?', {'entities': [(11, 20, 'restaurant')]})]"
378,"[('How late is Starbucks open tonight?', {'entities': [(12, 21, 'restaurant')]})]"
379,"[('What time does STARBUCKS open?', {'entities': [(15, 24, 'restaurant')]})]"
380,"[('Is STARBUCKS open on Sunday?', {'entities': [(3, 12, 'restaurant')]})]"
381,"[('Where is the nearest STARBUCKS located?', {'entities': [(21, 30, 'restaurant')]})]"
382,"[('What are the working hours of B1 Supermarket?', {'entities': [(30, 44, 'restaurant')]})]"
383,"[('Is B1 Supermarket open on Sundays?', {'entities': [(3, 17, 'restaurant')]})]"
384,"[('Where is B1 Supermarket located?', {'entities': [(9, 23, 'restaurant')]})]"
385,"[('What are the business hours of B1 Super Market?', {'entities': [(31, 46, 'restaurant')]})]"
386,"[('Can I buy snacks at B1 Super Market?', {'entities': [(20, 35, 'restaurant')]})]"
387,"[('Where can I find B1 Super Market on campus?', {'entities': [(17, 32, 'restaurant')]})]"
388,"[('Where is the b1 dining area?', {'entities': [(13, 27, 'restaurant')]})]"
389,"[('What time does b1 dining area open for breakfast?', {'entities': [(15, 29, 'restaurant')]})]"
390,"[('Can I reserve a table at the b1 dining area?', {'entities': [(29, 43, 'restaurant')]})]"
391,"[('I want to eat at B1 Dining tonight', {'entities': [(17, 26, 'restaurant')]})]"
392,"[('Can I order takeout from B1 Dining?', {'entities': [(25, 34, 'restaurant')]})]"
393,"[('What are the opening hours of B1 Dining?', {'entities': [(30, 39, 'restaurant')]})]"
394,"[('Where is the Cash Machine located on campus?', {'entities': [(13, 25, 'restaurant')]})]"
395,"[('What are the operating hours of the Cash Machine nearby?', {'entities': [(36, 48, 'restaurant')]})]"
396,"[('Can I withdraw cash from the Cash Machine in the library?', {'entities': [(29, 41, 'restaurant')]})]"
397,"[('Where is the ielts office located?', {'entities': [(13, 25, 'restaurant')]})]"
398,"[('Can I get my ielts results at the ielts office?', {'entities': [(34, 46, 'restaurant')]})]"
399,"[('How do I contact the ielts office?', {'entities': [(21, 33, 'restaurant')]})]"
400,"[('Where is the IELTS Centre located?', {'entities': [(13, 25, 'restaurant')]})]"
401,"[('What time does the IELTS Centre open?', {'entities': [(19, 31, 'restaurant')]})]"
402,"[('How do I get a seat at the IELTS Centre?', {'entities': [(27, 39, 'restaurant')]})]"
403,"[(""I'm looking for the yoga room on campus."", {'entities': [(20, 29, 'restaurant')]})]"
404,"[('Can anyone recommend a good yoga room nearby?', {'entities': [(28, 37, 'restaurant')]})]"
405,"[(""How do I get to the university's yoga room?"", {'entities': [(33, 42, 'restaurant')]})]"
406,"[('Is Yoga Studio open on Sundays?', {'entities': [(3, 14, 'restaurant')]})]"
407,"[('What time does Yoga Studio close tonight?', {'entities': [(15, 26, 'restaurant')]})]"
408,"[('Can I reserve a spot at Yoga Studio for tomorrow?', {'entities': [(24, 35, 'restaurant')]})]"
409,"[('Where is the TCM Clinic located?', {'entities': [(13, 23, 'restaurant')]})]"
410,"[('What are the opening hours of TCM Clinic today?', {'entities': [(30, 40, 'restaurant')]})]"
411,"[('Can I make an appointment at TCM Clinic now?', {'entities': [(29, 39, 'restaurant')]})]"
412,"[('Where is the TCM Clinic located?', {'entities': [(13, 23, 'restaurant')]})]"
413,"[('Is TCM Clinic open on weekends?', {'entities': [(3, 13, 'restaurant')]})]"
414,"[('What are the opening hours of TCM Clinic?', {'entities': [(30, 40, 'restaurant')]})]"
415,"[('Where is PluxHealth Clinic located on campus?', {'entities': [(9, 26, 'restaurant')]})]"
416,"[('What are the opening hours of PluxHealth Clinic today?', {'entities': [(30, 47, 'restaurant')]})]"
417,"[('Can I make an appointment at PluxHealth Clinic?', {'entities': [(29, 46, 'restaurant')]})]"
418,"[(""I'm looking for PluX Health's menu"", {'entities': [(16, 27, 'restaurant')]})]"
419,"[('What time does PluX Health serve lunch?', {'entities': [(15, 26, 'restaurant')]})]"
420,"[('Can you tell me the address of PluX Health?', {'entities': [(31, 42, 'restaurant')]})]"
421,"[('What is the address of the maintenance office?', {'entities': [(27, 45, 'restaurant')]})]"
422,"[('Can I get in touch with someone from the maintenance office?', {'entities': [(41, 59, 'restaurant')]})]"
423,"[('Is the maintenance office open today?', {'entities': [(7, 25, 'restaurant')]})]"
424,"[('Where is the Repair Office located?', {'entities': [(13, 26, 'restaurant')]})]"
425,"[('What time does Repair Office open today?', {'entities': [(15, 28, 'restaurant')]})]"
426,"[('I want to contact the Repair Office.', {'entities': [(22, 35, 'restaurant')]})]"
427,"[('Can I book a table at the Repair Office?', {'entities': [(26, 39, 'restaurant')]})]"
428,"[('Where is the admissions office located?', {'entities': [(13, 30, 'restaurant')]})]"
429,"[('How do I contact the admissions office?', {'entities': [(21, 38, 'restaurant')]})]"
431,"[('Can someone from the admissions office help me with my application?', {'entities': [(21, 38, 'restaurant')]})]"
432,"[('I need help with my application from the Admission Office', {'entities': [(41, 57, 'restaurant')]})]"
433,"[('Can I get a brochure from the Admission Office?', {'entities': [(30, 46, 'restaurant')]})]"
434,"[('Where is the Admission Office located on campus?', {'entities': [(13, 29, 'restaurant')]})]"
435,"[('Where is the volleyball court located?', {'entities': [(13, 29, 'restaurant')]})]"
436,"[('Is the volleyball court open on weekends?', {'entities': [(7, 23, 'restaurant')]})]"
437,"[('Can I book a time at the volleyball court?', {'entities': [(25, 41, 'restaurant')]})]"
438,"[('Where is the Volley Ball Court located?', {'entities': [(13, 30, 'restaurant')]})]"
439,"[('Can I book a court at Volley Ball Court?', {'entities': [(22, 39, 'restaurant')]})]"
440,"[('Is Volley Ball Court open on weekends?', {'entities': [(3, 20, 'restaurant')]})]"
441,"[('Where is the tennis court?', {'entities': [(13, 25, 'restaurant')]})]"
442,"[('Can I book a tennis court for today?', {'entities': [(13, 25, 'restaurant')]})]"
443,"[('Is the tennis court open on weekends?', {'entities': [(7, 19, 'restaurant')]})]"
444,"[('Where is the Tennis Field?', {'entities': [(13, 25, 'restaurant')]})]"
445,"[('Is the Tennis Field open today?', {'entities': [(7, 19, 'restaurant')]})]"
446,"[('Where is the small football field?', {'entities': [(13, 33, 'restaurant')]})]"
447,"[('I want to play soccer at the small football field.', {'entities': [(29, 49, 'restaurant')]})]"
448,"[('Can I book the small football field for a party?', {'entities': [(15, 35, 'restaurant')]})]"
449,"[('Where is the Football Field located?', {'entities': [(13, 27, 'restaurant')]})]"
450,"[('Can I reserve the Football Field for a party?', {'entities': [(18, 32, 'restaurant')]})]"
451,"[('Is the Football Field open on weekends?', {'entities': [(7, 21, 'restaurant')]})]"
452,"[('Where is the basketball court located on campus?', {'entities': [(13, 29, 'restaurant')]})]"
453,"[('I want to reserve a basketball court for my team.', {'entities': [(20, 36, 'restaurant')]})]"
454,"[('Is the basketball court available after 9pm tonight?', {'entities': [(7, 23, 'restaurant')]})]"
455,"[('Where is the Basketball Field?', {'entities': [(13, 29, 'restaurant')]})]"
456,"[('I want to play basketball at the Basketball Field tomorrow.', {'entities': [(33, 49, 'restaurant')]})]"
457,"[('Can I book the Basketball Field for our team?', {'entities': [(15, 31, 'restaurant')]})]"
458,"[('Where is the stadium located?', {'entities': [(13, 20, 'restaurant')]})]"
459,"[('I want to eat at the stadium cafe', {'entities': [(21, 28, 'restaurant')]})]"
460,"[('Is the stadium open for visitors?', {'entities': [(7, 14, 'restaurant')]})]"
461,"[('Is the Sports Stadium open on weekends?', {'entities': [(7, 21, 'restaurant')]})]"
462,"[(""What's the location of Sports Stadium?"", {'entities': [(23, 37, 'restaurant')]})]"
463,"[('Can I book a table at Sports Stadium?', {'entities': [(22, 36, 'restaurant')]})]"
464,"[('Is the swimming pool open today?', {'entities': [(7, 20, 'restaurant')]})]"
465,"[('Where is the swimming pool located on campus?', {'entities': [(13, 26, 'restaurant')]})]"
466,"[('Can I swim in the swimming pool after 6pm?', {'entities': [(18, 31, 'restaurant')]})]"
467,"[('What time is the Pool open today?', {'entities': [(17, 21, 'restaurant')]})]"
468,"[('Is there a Pool nearby for dinner?', {'entities': [(11, 15, 'restaurant')]})]"
469,"[('Can I book a table at Pool?', {'entities': [(22, 26, 'restaurant')]})]"
470,"[('What are the gym hours?', {'entities': [(13, 16, 'restaurant')]})]"
471,"[('I want to go to the gym today', {'entities': [(20, 23, 'restaurant')]})]"
472,"[('Can I get a membership at the gym?', {'entities': [(30, 33, 'restaurant')]})]"
473,"[('Where is the Gymnasium?', {'entities': [(13, 22, 'restaurant')]})]"
474,"[('What time does the Gymnasium open?', {'entities': [(19, 28, 'restaurant')]})]"
475,"[('Is the Gymnasium available for members only?', {'entities': [(7, 16, 'restaurant')]})]"
476,"[('What are the services provided by the infirmary?', {'entities': [(38, 47, 'restaurant')]})]"
477,"[('I need help at the infirmary.', {'entities': [(19, 28, 'restaurant')]})]"
478,"[('Where is the university infirmary located?', {'entities': [(24, 33, 'restaurant')]})]"
479,"[('What are the opening hours of Medical Centre?', {'entities': [(30, 44, 'restaurant')]})]"
480,"[('Where is the nearest Medical Centre?', {'entities': [(21, 35, 'restaurant')]})]"
481,"[('Can I book an appointment at Medical Centre?', {'entities': [(29, 43, 'restaurant')]})]"
482,"[('What time does the badminton court open?', {'entities': [(19, 34, 'restaurant')]})]"
483,"[('Is there a badminton court available for rent today?', {'entities': [(11, 26, 'restaurant')]})]"
484,"[('Where is the nearest badminton court located on campus?', {'entities': [(21, 36, 'restaurant')]})]"
485,"[('Where is the Badminton Field located?', {'entities': [(13, 28, 'restaurant')]})]"
486,"[('Can I play badminton at Badminton Field?', {'entities': [(24, 39, 'restaurant')]})]"
487,"[('Is Badminton Field open on weekends?', {'entities': [(3, 18, 'restaurant')]})]"
488,"[('Where is A1 Building located?', {'entities': [(9, 20, 'restaurant')]})]"
489,"[('What restaurants are inside A1 Building?', {'entities': [(28, 39, 'restaurant')]})]"
490,"[('Can I find a café in A1 Building?', {'entities': [(21, 32, 'restaurant')]})]"
491,"[('Where is the a2 teaching building located?', {'entities': [(13, 33, 'restaurant')]})]"
492,"[('What are the facilities available in the a2 teaching building?', {'entities': [(41, 61, 'restaurant')]})]"
493,"[('Can I find food near the a2 teaching building?', {'entities': [(25, 45, 'restaurant')]})]"
494,"[('Where is the cafeteria located in A2 Building?', {'entities': [(34, 45, 'restaurant')]})]"
495,"[('Can I find a restaurant in A2 Building for dinner?', {'entities': [(27, 38, 'restaurant')]})]"
496,"[('What are the opening hours of the A2 Building food court?', {'entities': [(34, 45, 'restaurant')]})]"
497,"[('Where is the a4 teaching building located?', {'entities': [(13, 33, 'restaurant')]})]"
498,"[('What classes are held in a4 teaching building today?', {'entities': [(25, 45, 'restaurant')]})]"
499,"[('How do I get to a4 teaching building from library?', {'entities': [(16, 36, 'restaurant')]})]"
